LANP_label,ENG_label,AgeGroup,ST_label,n
Turkish,Not well,Senior,Arizona/AZ,69
Urdu,Very well,Senior,Utah/UT,69
Wolof,Not well,Adult,Tennessee/TN,69
Wolof,Well,Adult,Massachusetts/MA,69
Wolof,Very well,Senior,New York/NY,69
Yiddish,Well,Senior,Ohio/OH,69
Yoruba,Not well,Adult,Virginia/VA,69
Afrikaans,Very well,Adult,Delaware/DE,68
Albanian,Well,Adult,Maine/ME,68
Amharic,Not at all,Adult,North Carolina/NC,68
Amharic,Not well,Youth,New York/NY,68
Amharic,Not well,Senior,Oklahoma/OK,68
Arabic,Not at all,Youth,New York/NY,68
Armenian,Well,Youth,Massachusetts/MA,68
Bengali,Not well,Senior,Indiana/IN,68
Bosnian,Not at all,Senior,Pennsylvania/PA,68
Bosnian,Well,Adult,Idaho/ID,68
Bulgarian,Not well,Adult,Michigan/MI,68
Bulgarian,Not well,Adult,New Jersey/NJ,68
Bulgarian,Not well,Senior,Texas/TX,68
Bulgarian,Very well,Adult,Arkansas/AR,68
Cantonese,Well,Adult,South Carolina/SC,68
Cebuano,Well,Youth,Alaska/AK,68
Chamorro,Not well,Youth,Missouri/MO,68
Chamorro,Very well,Adult,Ohio/OH,68
Chin languages,Not at all,Senior,Indiana/IN,68
Chin languages,Very well,Youth,California/CA,68
Chinese,Not at all,Youth,New Jersey/NJ,68
Chuukese,Very well,Youth,California/CA,68
Czech,Very well,Youth,Pennsylvania/PA,68
Danish,Well,Adult,Utah/UT,68
Edoid languages,Well,Adult,Pennsylvania/PA,68
Farsi,Not at all,Adult,Maryland/MD,68
Farsi,Not well,Adult,Alabama/AL,68
Farsi,Very well,Youth,Oklahoma/OK,68
Filipino,Very well,Senior,Rhode Island/RI,68
French,Not well,Senior,Alabama/AL,68
French,Not well,Senior,Mississippi/MS,68
French,Well,Senior,New Mexico/NM,68
German,Well,Youth,Alaska/AK,68
Greek,Not well,Youth,Maryland/MD,68
Greek,Not well,Senior,Washington/WA,68
Hindi,Well,Adult,North Dakota/ND,68
Hungarian,Very well,Senior,Wisconsin/WI,68
Igbo,Not well,Senior,Arizona/AZ,68
Igbo,Well,Youth,Georgia/GA,68
Ilocano,Well,Adult,New York/NY,68
India N.E.C.,Well,Adult,Kentucky/KY,68
India N.E.C.,Well,Senior,Georgia/GA,68
Indonesian,Not well,Adult,Florida/FL,68
Indonesian,Well,Adult,Tennessee/TN,68
Italian,Not well,Adult,Maryland/MD,68
Karen languages,Very well,Youth,Arizona/AZ,68
Khmer,Not at all,Adult,Florida/FL,68
Khmer,Not at all,Adult,Wisconsin/WI,68
Lao,Very well,Adult,West Virginia/WV,68
Mandarin,Not well,Senior,Missouri/MO,68
Marathi,Well,Youth,Massachusetts/MA,68
Marshallese,Very well,Adult,Mississippi/MS,68
Min Nan Chinese,Very well,Senior,Arkansas/AR,68
Nepali,Well,Senior,New York/NY,68
Nepali,Very well,Youth,Idaho/ID,68
Nilo-Saharan languages,Not well,Adult,Arizona/AZ,68
Norwegian,Well,Senior,Washington/WA,68
Ojibwa,Very well,Youth,Illinois/IL,68
Oromo,Not at all,Senior,Minnesota/MN,68
Oromo,Very well,Youth,Kentucky/KY,68
Other and unspecified languages,Well,Adult,Texas/TX,68
Other Bantu languages,Well,Adult,New Hampshire/NH,68
Other English-based Creole languages,Very well,Senior,Georgia/GA,68
Other Indo-Iranian languages,Well,Senior,Wisconsin/WI,68
Other Indo-Iranian languages,Very well,Adult,Iowa/IA,68
Other languages of Africa,Not well,Senior,New York/NY,68
Other Native North American languages,Not well,Adult,Illinois/IL,68
Other Native North American languages,Well,Senior,Idaho/ID,68
Other Niger-Congo languages,Very well,Youth,California/CA,68
Punjabi,Very well,Senior,Connecticut/CT,68
Romanian,Not well,Adult,Louisiana/LA,68
Romanian,Well,Adult,Minnesota/MN,68
Romanian,Well,Senior,South Carolina/SC,68
Russian,Very well,Youth,Arkansas/AR,68
Serbocroatian,Very well,Youth,South Carolina/SC,68
Serbocroatian,Very well,Adult,Indiana/IN,68
Slovak,Well,Youth,Wisconsin/WI,68
Spanish,Not well,Senior,North Dakota/ND,68
Swahili,Not well,Youth,Wisconsin/WI,68
Swahili,Not well,Senior,Kansas/KS,68
Swedish,Not at all,Senior,Florida/FL,68
Swedish,Very well,Adult,Kentucky/KY,68
Turkish,Not at all,Youth,Texas/TX,68
Turkish,Well,Senior,Nevada/NV,68
Ukrainian,Not at all,Adult,Arizona/AZ,68
Ukrainian,Well,Youth,Minnesota/MN,68
Ukrainian,Very well,Senior,North Carolina/NC,68
Urdu,Not well,Youth,Louisiana/LA,68
Urdu,Well,Youth,Nevada/NV,68
Urdu,Well,Adult,Mississippi/MS,68
Yoruba,Very well,Adult,Arkansas/AR,68
Armenian,Not well,Adult,New Jersey/NJ,67
Armenian,Not well,Senior,Maryland/MD,67
Bengali,Not well,Youth,Missouri/MO,67
Bengali,Very well,Senior,Delaware/DE,67
Cantonese,Very well,Adult,New Mexico/NM,67
Cebuano,Very well,Youth,Arizona/AZ,67
Cebuano,Very well,Senior,Missouri/MO,67
Chaldean Neo-Aramaic,Not at all,Adult,Illinois/IL,67
Chamorro,Very well,Senior,North Carolina/NC,67
Chin languages,Not at all,Senior,Texas/TX,67
Chinese,Very well,Senior,Montana/MT,67
Croatian,Very well,Senior,Connecticut/CT,67
Czech,Very well,Youth,Michigan/MI,67
Danish,Well,Adult,Alaska/AK,67
Danish,Very well,Senior,Iowa/IA,67
Farsi,Not well,Senior,Colorado/CO,67
Farsi,Well,Senior,Kansas/KS,67
Farsi,Very well,Senior,Utah/UT,67
Filipino,Not at all,Adult,Florida/FL,67
Finnish,Very well,Senior,Wisconsin/WI,67
French,Well,Youth,Mississippi/MS,67
Gbe languages,Very well,Adult,Delaware/DE,67
German,Not at all,Youth,Minnesota/MN,67
Hebrew,Not well,Youth,Massachusetts/MA,67
Hungarian,Well,Adult,South Carolina/SC,67
India N.E.C.,Very well,Senior,New Mexico/NM,67
Indonesian,Well,Youth,Pennsylvania/PA,67
Jamaican Creole English,Well,Adult,Illinois/IL,67
Japanese,Not well,Adult,New Mexico/NM,67
Kabuverdianu,Very well,Adult,Tennessee/TN,67
Khmer,Well,Adult,New Hampshire/NH,67
Khmer,Well,Senior,North Carolina/NC,67
Khmer,Well,Senior,Utah/UT,67
Korean,Not at all,Adult,Alabama/AL,67
Lao,Well,Adult,New Jersey/NJ,67
Latvian,Well,Adult,Washington/WA,67
Malayalam,Not well,Senior,Maryland/MD,67
Malayalam,Very well,Adult,Vermont/VT,67
Norwegian,Very well,Adult,Montana/MT,67
Ojibwa,Well,Youth,Michigan/MI,67
Ojibwa,Very well,Adult,Massachusetts/MA,67
Other and unspecified languages,Well,Adult,Connecticut/CT,67
Other Bantu languages,Very well,Senior,New Jersey/NJ,67
Other Central and South American languages,Very well,Adult,Tennessee/TN,67
Other languages of Africa,Very well,Youth,Missouri/MO,67
Other languages of Asia,Not well,Adult,Washington/WA,67
Pashto,Not at all,Adult,New Jersey/NJ,67
Pashto,Not well,Adult,Florida/FL,67
Portuguese,Not well,Youth,Ohio/OH,67
Portuguese,Very well,Senior,Iowa/IA,67
Romanian,Not well,Adult,Arkansas/AR,67
Romanian,Not well,Adult,Tennessee/TN,67
Romanian,Well,Youth,Oregon/OR,67
Russian,Well,Youth,Montana/MT,67
Russian,Very well,Senior,Oklahoma/OK,67
Russian,Very well,Senior,Utah/UT,67
Samoan,Very well,Adult,Tennessee/TN,67
Serbocroatian,Not at all,Adult,Iowa/IA,67
Serbocroatian,Very well,Youth,New Jersey/NJ,67
Sinhala,Well,Youth,Texas/TX,67
Somali,Not at all,Senior,Maine/ME,67
Swahili,Not at all,Adult,Colorado/CO,67
Swahili,Well,Adult,Virginia/VA,67
Swahili,Very well,Adult,Montana/MT,67
Swahili,Very well,Adult,Wyoming/WY,67
Swedish,Very well,Senior,Ohio/OH,67
Tagalog,Not at all,Adult,Minnesota/MN,67
Tagalog,Not at all,Adult,Texas/TX,67
Tagalog,Not well,Adult,Alabama/AL,67
Telugu,Not at all,Adult,Washington/WA,67
Turkish,Not well,Youth,Virginia/VA,67
Turkish,Very well,Senior,Michigan/MI,67
Ukrainian,Well,Senior,Minnesota/MN,67
Ukrainian,Very well,Senior,Indiana/IN,67
Uto-Aztecan languages,Not at all,Adult,Arizona/AZ,67
Uto-Aztecan languages,Very well,Senior,Pennsylvania/PA,67
Wolof,Well,Adult,California/CA,67
Yoruba,Not at all,Adult,New York/NY,67
Akan (incl. Twi),Not well,Adult,Connecticut/CT,66
Armenian,Not well,Adult,Florida/FL,66
Armenian,Well,Adult,Wisconsin/WI,66
Bengali,Not at all,Adult,Connecticut/CT,66
Bosnian,Not well,Adult,North Dakota/ND,66
Bulgarian,Well,Senior,Kansas/KS,66
Burmese,Well,Adult,South Carolina/SC,66
Burmese,Very well,Adult,District of Columbia/DC,66
Cantonese,Not well,Adult,Nebraska/NE,66
Chamorro,Very well,Adult,Michigan/MI,66
Chin languages,Very well,Adult,New Jersey/NJ,66
Chinese,Not well,Youth,West Virginia/WV,66
Chinese,Not well,Senior,South Carolina/SC,66
Croatian,Well,Adult,Georgia/GA,66
Croatian,Very well,Youth,Connecticut/CT,66
Croatian,Very well,Senior,Washington/WA,66
Danish,Very well,Senior,Wisconsin/WI,66
Edoid languages,Not well,Adult,Minnesota/MN,66
Edoid languages,Well,Adult,Illinois/IL,66
Farsi,Not well,Senior,Tennessee/TN,66
Farsi,Very well,Senior,Arkansas/AR,66
Finnish,Well,Adult,New York/NY,66
Finnish,Well,Adult,Texas/TX,66
Finnish,Well,Senior,Massachusetts/MA,66
Finnish,Very well,Youth,Massachusetts/MA,66
Finnish,Very well,Youth,Wisconsin/WI,66
Finnish,Very well,Senior,Arizona/AZ,66
French,Not at all,Youth,Iowa/IA,66
French,Not at all,Adult,Massachusetts/MA,66
French,Not well,Youth,Arkansas/AR,66
Fulah,Well,Adult,Tennessee/TN,66
Fulah,Very well,Youth,Iowa/IA,66
Gbe languages,Well,Adult,Massachusetts/MA,66
Greek,Not at all,Adult,New Jersey/NJ,66
Greek,Well,Senior,Colorado/CO,66
Gujarati,Not at all,Youth,Texas/TX,66
Gujarati,Not well,Adult,Colorado/CO,66
Gujarati,Well,Senior,Washington/WA,66
Haitian,Not at all,Adult,Louisiana/LA,66
Hawaiian,Very well,Youth,Washington/WA,66
Hebrew,Not well,Adult,Indiana/IN,66
Hindi,Not at all,Adult,Virginia/VA,66
Hmong,Well,Senior,Michigan/MI,66
Hmong,Very well,Youth,Georgia/GA,66
Hmong,Very well,Youth,Oregon/OR,66
Hungarian,Well,Adult,Michigan/MI,66
Igbo,Well,Adult,Kansas/KS,66
Igbo,Very well,Adult,Utah/UT,66
India N.E.C.,Well,Adult,Maryland/MD,66
Indonesian,Well,Adult,Arkansas/AR,66
Indonesian,Very well,Youth,New Hampshire/NH,66
Italian,Very well,Senior,Kansas/KS,66
Jamaican Creole English,Well,Adult,Kentucky/KY,66
Jamaican Creole English,Very well,Adult,Vermont/VT,66
Japanese,Not well,Youth,Tennessee/TN,66
Japanese,Not well,Senior,Utah/UT,66
Kannada,Well,Adult,Oregon/OR,66
Karen languages,Not at all,Youth,Kentucky/KY,66
Karen languages,Well,Youth,Massachusetts/MA,66
Khmer,Not at all,Senior,Florida/FL,66
Korean,Not well,Senior,Oklahoma/OK,66
Kurdish,Very well,Youth,Idaho/ID,66
Lao,Not at all,Senior,Oregon/OR,66
Lao,Very well,Youth,Virginia/VA,66
Lao,Very well,Senior,Connecticut/CT,66
Macedonian,Not at all,Adult,Ohio/OH,66
Malayalam,Not well,Senior,Washington/WA,66
Mandarin,Very well,Youth,Mississippi/MS,66
Min Nan Chinese,Very well,Senior,Missouri/MO,66
Other and unspecified languages,Not at all,Adult,New Jersey/NJ,66
Other and unspecified languages,Well,Senior,Pennsylvania/PA,66
Other Bantu languages,Not at all,Adult,New Hampshire/NH,66
Other Bantu languages,Not well,Senior,Maryland/MD,66
Other Bantu languages,Well,Adult,Montana/MT,66
Other Bantu languages,Very well,Youth,South Dakota/SD,66
Other Central and South American languages,Not well,Adult,Indiana/IN,66
Other Central and South American languages,Not well,Adult,Kansas/KS,66
Other English-based Creole languages,Not well,Adult,Illinois/IL,66
Other Indo-Iranian languages,Well,Youth,California/CA,66
Other languages of Africa,Well,Senior,New York/NY,66
Other languages of Asia,Not well,Adult,Georgia/GA,66
Other Mande languages,Well,Adult,Arizona/AZ,66
Other Native North American languages,Not well,Youth,North Dakota/ND,66
Other Native North American languages,Well,Youth,Illinois/IL,66
Other Native North American languages,Very well,Senior,North Dakota/ND,66
Other Niger-Congo languages,Not well,Adult,New Jersey/NJ,66
Pashto,Not well,Youth,Illinois/IL,66
Pennsylvania German,Very well,Adult,New Jersey/NJ,66
Polish,Not at all,Adult,Utah/UT,66
Portuguese,Not at all,Senior,Georgia/GA,66
Russian,Not well,Youth,Virginia/VA,66
Russian,Well,Senior,Kansas/KS,66
Serbian,Not well,Adult,California/CA,66
Serbocroatian,Very well,Senior,New Jersey/NJ,66
Swahili,Not well,Youth,Washington/WA,66
Swedish,Well,Adult,Michigan/MI,66
Swedish,Very well,Adult,New Mexico/NM,66
Swiss German,Well,Senior,Indiana/IN,66
Thai,Well,Youth,Colorado/CO,66
Thai,Well,Youth,North Carolina/NC,66
Thai,Well,Senior,Arkansas/AR,66
Tibetan,Well,Adult,Texas/TX,66
Tigrinya,Not well,Adult,Massachusetts/MA,66
Ukrainian,Not at all,Senior,Oregon/OR,66
Yoruba,Well,Senior,Massachusetts/MA,66
Afrikaans,Very well,Youth,Colorado/CO,65
Afrikaans,Very well,Senior,Massachusetts/MA,65
Akan (incl. Twi),Well,Adult,Nevada/NV,65
Albanian,Well,Adult,Rhode Island/RI,65
Amharic,Very well,Senior,New Jersey/NJ,65
Arabic,Well,Senior,Indiana/IN,65
Armenian,Not well,Adult,Washington/WA,65
Bengali,Well,Adult,Hawaii/HI,65
Bosnian,Not well,Senior,Virginia/VA,65
Bulgarian,Very well,Youth,South Carolina/SC,65
Burmese,Not at all,Adult,Maryland/MD,65
Burmese,Not at all,Senior,Arizona/AZ,65
Burmese,Not well,Youth,Indiana/IN,65
Cantonese,Well,Youth,Virginia/VA,65
Cebuano,Not well,Adult,Alaska/AK,65
Cebuano,Not well,Adult,Georgia/GA,65
Chamorro,Very well,Adult,New York/NY,65
Cherokee,Very well,Adult,Oregon/OR,65
Chinese,Not at all,Youth,Massachusetts/MA,65
Chinese,Not at all,Senior,Arkansas/AR,65
Chinese,Not well,Senior,Idaho/ID,65
Chinese,Very well,Senior,District of Columbia/DC,65
Croatian,Well,Adult,Indiana/IN,65
Czech,Not at all,Adult,Washington/WA,65
Dutch,Well,Senior,Illinois/IL,65
Edoid languages,Very well,Senior,New Jersey/NJ,65
Farsi,Well,Adult,Alaska/AK,65
Filipino,Not at all,Adult,Illinois/IL,65
Filipino,Not well,Youth,Hawaii/HI,65
Finnish,Very well,Adult,District of Columbia/DC,65
French,Not well,Senior,Delaware/DE,65
French,Well,Senior,Kansas/KS,65
French,Very well,Youth,South Dakota/SD,65
German,Not well,Youth,Massachusetts/MA,65
German,Not well,Adult,Mississippi/MS,65
Greek,Not well,Youth,Connecticut/CT,65
Greek,Well,Adult,Tennessee/TN,65
Greek,Very well,Youth,Rhode Island/RI,65
Gujarati,Well,Senior,Delaware/DE,65
Haitian,Not at all,Youth,New Jersey/NJ,65
Haitian,Not well,Youth,Connecticut/CT,65
Hebrew,Not at all,Adult,Florida/FL,65
Hindi,Not at all,Senior,Virginia/VA,65
Hindi,Not well,Senior,Colorado/CO,65
Hungarian,Well,Adult,New Hampshire/NH,65
Igbo,Not well,Youth,New Jersey/NJ,65
Igbo,Well,Senior,Massachusetts/MA,65
Igbo,Well,Senior,Nevada/NV,65
India N.E.C.,Not well,Adult,Massachusetts/MA,65
India N.E.C.,Not well,Senior,Ohio/OH,65
Indonesian,Very well,Adult,District of Columbia/DC,65
Italian,Well,Senior,Louisiana/LA,65
Japanese,Not well,Adult,North Dakota/ND,65
Japanese,Very well,Senior,District of Columbia/DC,65
Kannada,Very well,Adult,Idaho/ID,65
Karen languages,Not well,Youth,Utah/UT,65
Karen languages,Well,Adult,South Carolina/SC,65
Khmer,Not at all,Senior,Connecticut/CT,65
Khmer,Very well,Youth,Connecticut/CT,65
Konkani,Very well,Senior,Pennsylvania/PA,65
Korean,Well,Senior,Oklahoma/OK,65
Lao,Well,Senior,Virginia/VA,65
Lao,Very well,Youth,Rhode Island/RI,65
Lao,Very well,Senior,Kansas/KS,65
Lithuanian,Very well,Youth,District of Columbia/DC,65
Lithuanian,Very well,Adult,Louisiana/LA,65
Mandarin,Very well,Youth,Nebraska/NE,65
Manding languages,Well,Youth,New Jersey/NJ,65
Marathi,Very well,Senior,Maryland/MD,65
Marshallese,Very well,Adult,Indiana/IN,65
Min Nan Chinese,Very well,Senior,Connecticut/CT,65
Min Nan Chinese,Very well,Senior,Kansas/KS,65
Mongolian,Not well,Adult,New York/NY,65
Nepali,Not at all,Adult,Arizona/AZ,65
Nepali,Very well,Adult,Hawaii/HI,65
Ojibwa,Very well,Senior,California/CA,65
Other Afro-Asiatic languages,Not well,Senior,Oklahoma/OK,65
Other Afro-Asiatic languages,Well,Adult,North Carolina/NC,65
Other and unspecified languages,Well,Youth,Alabama/AL,65
Other Bantu languages,Not well,Adult,Indiana/IN,65
Other Bantu languages,Not well,Adult,Maine/ME,65
Other Bantu languages,Well,Youth,South Dakota/SD,65
Other Indo-European languages,Not well,Adult,Illinois/IL,65
Other Indo-Iranian languages,Well,Youth,Texas/TX,65
Other languages of Africa,Well,Senior,Pennsylvania/PA,65
Other languages of Africa,Very well,Youth,Pennsylvania/PA,65
Other languages of Asia,Not well,Youth,Washington/WA,65
Other languages of Asia,Not well,Adult,Maryland/MD,65
Other languages of Asia,Not well,Adult,Massachusetts/MA,65
Other languages of Asia,Very well,Youth,Arizona/AZ,65
Other languages of Asia,Very well,Adult,Oklahoma/OK,65
Other Native North American languages,Well,Adult,Montana/MT,65
Other Niger-Congo languages,Very well,Adult,Indiana/IN,65
Other Philippine languages,Well,Adult,New Jersey/NJ,65
Other Philippine languages,Well,Senior,New York/NY,65
Pashto,Very well,Adult,Arkansas/AR,65
Pennsylvania German,Not well,Youth,Maryland/MD,65
Polish,Not well,Youth,Alaska/AK,65
Portuguese,Well,Senior,Michigan/MI,65
Punjabi,Not at all,Senior,Michigan/MI,65
Russian,Not well,Senior,Kansas/KS,65
Serbian,Not at all,Senior,California/CA,65
Serbocroatian,Not well,Senior,Wisconsin/WI,65
Serbocroatian,Well,Adult,Georgia/GA,65
Sinhala,Not well,Senior,Virginia/VA,65
Sinhala,Very well,Senior,Michigan/MI,65
Tamil,Well,Youth,Kentucky/KY,65
Thai,Not well,Senior,Tennessee/TN,65
Thai,Very well,Senior,Kentucky/KY,65
Tigrinya,Well,Adult,New Jersey/NJ,65
Tigrinya,Very well,Youth,Illinois/IL,65
Turkish,Not at all,Adult,Wisconsin/WI,65
Vietnamese,Very well,Senior,Iowa/IA,65
Wolof,Very well,Youth,Minnesota/MN,65
Yiddish,Very well,Senior,Texas/TX,65
Yoruba,Well,Senior,New Jersey/NJ,65
Albanian,Not at all,Adult,Washington/WA,64
Albanian,Very well,Youth,Minnesota/MN,64
Arabic,Not well,Senior,Wisconsin/WI,64
Armenian,Very well,Senior,Missouri/MO,64
Assyrian Neo-Aramaic,Very well,Youth,Alabama/AL,64
Bosnian,Not well,Adult,Tennessee/TN,64
Bosnian,Not well,Senior,Pennsylvania/PA,64
Bulgarian,Very well,Senior,District of Columbia/DC,64
Cajun French,Very well,Adult,Mississippi/MS,64
Cantonese,Not well,Adult,Wisconsin/WI,64
Chinese,Not at all,Youth,Pennsylvania/PA,64
Chuukese,Not at all,Adult,Kansas/KS,64
Czech,Not at all,Adult,Arizona/AZ,64
Czech,Not well,Adult,New York/NY,64
Danish,Very well,Senior,Texas/TX,64
Dutch,Very well,Senior,New Hampshire/NH,64
Farsi,Not at all,Senior,Washington/WA,64
Farsi,Very well,Youth,Vermont/VT,64
Finnish,Very well,Senior,Maine/ME,64
French,Not at all,Senior,Georgia/GA,64
French,Not well,Adult,West Virginia/WV,64
Ganda,Well,Adult,Illinois/IL,64
Ganda,Well,Adult,New York/NY,64
Gbe languages,Not at all,Adult,Illinois/IL,64
Gbe languages,Not well,Adult,Kentucky/KY,64
Gbe languages,Well,Adult,Nevada/NV,64
Gbe languages,Very well,Adult,Florida/FL,64
German,Well,Adult,Wyoming/WY,64
Greek,Well,Youth,Oregon/OR,64
Gujarati,Not at all,Adult,Delaware/DE,64
Gujarati,Not well,Senior,Oklahoma/OK,64
Gujarati,Well,Youth,New York/NY,64
Gujarati,Well,Youth,Wyoming/WY,64
Haitian,Not well,Senior,Virginia/VA,64
Haitian,Well,Adult,West Virginia/WV,64
Hawaiian,Not well,Adult,Washington/WA,64
Hebrew,Well,Youth,Washington/WA,64
Hebrew,Very well,Youth,Hawaii/HI,64
Hindi,Not well,Adult,South Dakota/SD,64
Igbo,Not at all,Adult,Washington/WA,64
India N.E.C.,Well,Senior,Pennsylvania/PA,64
Italian,Not at all,Youth,Nevada/NV,64
Italian,Not at all,Senior,Wisconsin/WI,64
Italian,Not well,Adult,Nevada/NV,64
Jamaican Creole English,Not well,Youth,New Jersey/NJ,64
Japanese,Well,Youth,Minnesota/MN,64
Khmer,Not well,Senior,Alabama/AL,64
Khmer,Well,Adult,Hawaii/HI,64
Konkani,Well,Adult,New Jersey/NJ,64
Korean,Not well,Youth,Connecticut/CT,64
Kurdish,Very well,Youth,Utah/UT,64
Lao,Well,Senior,Oklahoma/OK,64
Lao,Very well,Youth,Oklahoma/OK,64
Macedonian,Well,Senior,Florida/FL,64
Malayalam,Very well,Youth,Louisiana/LA,64
Mandarin,Not at all,Senior,Ohio/OH,64
Mandarin,Not well,Senior,Connecticut/CT,64
Marathi,Well,Adult,South Carolina/SC,64
Marathi,Very well,Youth,Oklahoma/OK,64
Marshallese,Well,Youth,Oklahoma/OK,64
Marshallese,Very well,Adult,Florida/FL,64
Min Nan Chinese,Well,Senior,Minnesota/MN,64
Min Nan Chinese,Very well,Adult,Kansas/KS,64
Mongolian,Very well,Youth,North Carolina/NC,64
Oromo,Not at all,Adult,California/CA,64
Other Afro-Asiatic languages,Very well,Adult,Tennessee/TN,64
Other and unspecified languages,Not well,Senior,South Dakota/SD,64
Other Bantu languages,Not at all,Adult,Kansas/KS,64
Other Eastern Malayo-Polynesian languages,Not well,Youth,Hawaii/HI,64
Other Eastern Malayo-Polynesian languages,Very well,Senior,Texas/TX,64
Other English-based Creole languages,Well,Senior,New Jersey/NJ,64
Other English-based Creole languages,Very well,Adult,District of Columbia/DC,64
Other English-based Creole languages,Very well,Adult,Idaho/ID,64
Other Indo-Iranian languages,Not well,Adult,Florida/FL,64
Other languages of Asia,Not well,Adult,Nebraska/NE,64
Other languages of Asia,Very well,Senior,Michigan/MI,64
Other Native North American languages,Not well,Youth,Idaho/ID,64
Other Native North American languages,Well,Adult,Virginia/VA,64
Other Philippine languages,Well,Senior,Georgia/GA,64
Pashto,Not well,Youth,Georgia/GA,64
Pashto,Not well,Senior,California/CA,64
Portuguese,Well,Youth,Wisconsin/WI,64
Punjabi,Well,Senior,Missouri/MO,64
Romanian,Very well,Adult,West Virginia/WV,64
Samoan,Very well,Senior,Oregon/OR,64
Samoan,Very well,Senior,Texas/TX,64
Serbocroatian,Well,Senior,Arizona/AZ,64
Shona,Very well,Adult,Louisiana/LA,64
Swahili,Well,Youth,Maryland/MD,64
Swahili,Well,Adult,Louisiana/LA,64
Swahili,Well,Senior,Hawaii/HI,64
Swedish,Very well,Youth,Arizona/AZ,64
Tagalog,Very well,Senior,Idaho/ID,64
Tibetan,Not well,Adult,Wisconsin/WI,64
Tibetan,Well,Youth,New York/NY,64
Turkish,Not well,Adult,Tennessee/TN,64
Turkish,Very well,Adult,Hawaii/HI,64
Ukrainian,Very well,Adult,Arkansas/AR,64
Ukrainian,Very well,Senior,Colorado/CO,64
Uto-Aztecan languages,Very well,Adult,Texas/TX,64
Yiddish,Well,Adult,California/CA,64
Yoruba,Very well,Youth,Alabama/AL,64
Amharic,Very well,Youth,Oregon/OR,63
Arabic,Well,Senior,Oklahoma/OK,63
Armenian,Very well,Adult,Louisiana/LA,63
Armenian,Very well,Senior,Colorado/CO,63
Assyrian Neo-Aramaic,Well,Youth,Illinois/IL,63
Assyrian Neo-Aramaic,Well,Senior,Nevada/NV,63
Bengali,Well,Adult,Kentucky/KY,63
Bulgarian,Very well,Youth,Hawaii/HI,63
Cantonese,Not at all,Adult,Arizona/AZ,63
Cebuano,Not well,Senior,North Carolina/NC,63
Cebuano,Well,Adult,Tennessee/TN,63
Cebuano,Very well,Adult,Arkansas/AR,63
Cebuano,Very well,Adult,Louisiana/LA,63
Chaldean Neo-Aramaic,Not at all,Senior,Illinois/IL,63
Chin languages,Not well,Senior,Illinois/IL,63
Chinese,Not at all,Senior,West Virginia/WV,63
Chinese,Very well,Senior,Iowa/IA,63
Croatian,Well,Senior,North Carolina/NC,63
Croatian,Very well,Adult,Idaho/ID,63
Czech,Very well,Youth,Louisiana/LA,63
Danish,Very well,Senior,Hawaii/HI,63
Dari,Well,Adult,Oregon/OR,63
Dutch,Well,Adult,Oklahoma/OK,63
Dutch,Well,Senior,New Jersey/NJ,63
Edoid languages,Very well,Youth,New Jersey/NJ,63
Filipino,Very well,Youth,Iowa/IA,63
Filipino,Very well,Youth,Kentucky/KY,63
French,Not at all,Adult,Kentucky/KY,63
Ga,Very well,Adult,Oklahoma/OK,63
German,Not at all,Adult,Virginia/VA,63
Haitian,Well,Senior,South Carolina/SC,63
Hindi,Not well,Youth,Ohio/OH,63
Hungarian,Well,Senior,Oregon/OR,63
Hungarian,Very well,Senior,Idaho/ID,63
Igbo,Very well,Adult,Idaho/ID,63
Italian,Not well,Adult,Minnesota/MN,63
Italian,Very well,Youth,Alabama/AL,63
Italian,Very well,Youth,Minnesota/MN,63
Italian,Very well,Senior,District of Columbia/DC,63
Karen languages,Not at all,Senior,Utah/UT,63
Karen languages,Not well,Adult,New Jersey/NJ,63
Khmer,Well,Senior,Iowa/IA,63
Khmer,Very well,Youth,Louisiana/LA,63
Korean,Not at all,Adult,Kansas/KS,63
Korean,Not well,Youth,Nevada/NV,63
Lao,Not well,Adult,Alaska/AK,63
Lao,Not well,Adult,Nevada/NV,63
Lao,Very well,Youth,Louisiana/LA,63
Lao,Very well,Senior,Florida/FL,63
Latvian,Very well,Youth,Iowa/IA,63
Latvian,Very well,Adult,North Carolina/NC,63
Lithuanian,Very well,Youth,Alabama/AL,63
Marathi,Very well,Senior,West Virginia/WV,63
Marshallese,Well,Youth,California/CA,63
Min Nan Chinese,Not at all,Senior,Nevada/NV,63
Navajo,Very well,Senior,Nevada/NV,63
Nepali,Not at all,Senior,New Jersey/NJ,63
Norwegian,Well,Adult,Colorado/CO,63
Norwegian,Well,Adult,Washington/WA,63
Norwegian,Very well,Youth,Utah/UT,63
Other Afro-Asiatic languages,Well,Adult,Tennessee/TN,63
Other Afro-Asiatic languages,Very well,Youth,Florida/FL,63
Other Bantu languages,Not at all,Adult,Pennsylvania/PA,63
Other Bantu languages,Not well,Youth,Florida/FL,63
Other Bantu languages,Not well,Adult,Connecticut/CT,63
Other Bantu languages,Well,Youth,Arizona/AZ,63
Other Eastern Malayo-Polynesian languages,Very well,Youth,Michigan/MI,63
Other English-based Creole languages,Very well,Adult,Kentucky/KY,63
Other English-based Creole languages,Very well,Senior,Oregon/OR,63
Other Indo-European languages,Not well,Senior,Washington/WA,63
