"","PWGTP","AGEP","PUMA","ENG_label","LANP_label"
"649",29,39,"00100","Not well","Ilocano"
"650",17,35,"00303","Very well","Ukrainian"
"651",29,59,"00100","Very well","Chinese"
"652",31,59,"00100","Not well","Chinese"
"653",15,32,"00302","Very well","Samoan"
"654",45,61,"00303","Well","Mandarin"
"655",44,59,"00303","Not well","Mandarin"
"656",58,30,"00303","Very well","Mandarin"
"657",59,29,"00303","Very well","Mandarin"
"658",13,8,"00301","Well","Ilocano"
"659",19,55,"00100","Very well","Other English-based Creole languages"
"660",22,60,"00303","Very well","Hawaiian"
"661",17,70,"00303","Very well","Japanese"
"662",7,59,"00200","Very well","Spanish"
"663",14,60,"00303","Not well","Cantonese"
"664",9,19,"00301","Very well","Other English-based Creole languages"
"665",9,18,"00301","Very well","Other English-based Creole languages"
"666",14,40,"00307","Well","Hawaiian"
"667",15,62,"00304","Well","Korean"
"668",16,64,"00304","Not well","Korean"
"669",21,66,"00305","Not at all","Chinese"
"670",19,60,"00305","Not at all","Chinese"
"671",31,35,"00305","Well","Chinese"
"672",23,53,"00304","Very well","Chamorro"
"673",33,44,"00301","Very well","Spanish"
"674",11,21,"00304","Very well","Japanese"
"675",23,46,"00306","Very well","Korean"
"676",28,43,"00306","Well","Korean"
"677",33,12,"00306","Very well","Korean"
"678",10,27,"00301","Well","Cebuano"
"679",36,62,"00304","Very well","Chinese"
"680",38,53,"00304","Very well","Chinese"
"681",50,24,"00307","Very well","Samoan"
"682",56,24,"00307","Very well","Samoan"
"683",13,59,"00306","Very well","Korean"
"684",7,40,"00307","Very well","Tagalog"
"685",9,73,"00307","Very well","Tagalog"
"686",4,50,"00301","Very well","Hawaiian"
"687",14,61,"00303","Well","Chinese"
"688",4,54,"00305","Not at all","Cantonese"
"689",13,46,"00303","Very well","Korean"
"690",16,76,"00303","Not well","Korean"
"691",15,68,"00303","Not well","Korean"
"692",15,7,"00302","Very well","Hawaiian"
"693",11,26,"00301","Very well","Filipino"
"694",155,40,"00308","Well","Chuukese"
"695",112,36,"00308","Very well","Chuukese"
"696",122,12,"00308","Very well","Chuukese"
"697",203,7,"00308","Well","Chuukese"
"698",3,34,"00100","Very well","Tongan"
"699",4,33,"00100","Very well","Tongan"
"700",4,5,"00100","Very well","Tongan"
"701",24,96,"00304","Not well","Chinese"
"702",50,39,"00200","Well","Marshallese"
"703",75,10,"00200","Very well","Marshallese"
"704",38,6,"00200","Well","Marshallese"
"705",39,13,"00200","Very well","Marshallese"
"706",82,33,"00200","Very well","Marshallese"
"707",15,84,"00307","Well","Tagalog"
"708",22,86,"00304","Very well","Chinese"
"709",23,55,"00306","Very well","Korean"
"710",51,43,"00200","Very well","Filipino"
"711",43,22,"00200","Very well","Filipino"
"712",16,29,"00301","Very well","Cebuano"
"713",13,33,"00301","Very well","Filipino"
"714",11,26,"00301","Very well","Hawaiian"
"715",11,21,"00301","Very well","Hawaiian"
"716",11,37,"00301","Well","Hawaiian"
"717",15,12,"00301","Very well","Hawaiian"
"718",16,57,"00302","Not well","Samoan"
"719",12,55,"00302","Very well","Samoan"
"720",7,36,"00305","Very well","Chuukese"
"721",7,37,"00305","Not well","Chuukese"
"722",8,9,"00305","Very well","Chuukese"
"723",19,34,"00307","Well","Cebuano"
"724",17,41,"00303","Very well","Swedish"
"725",58,46,"00100","Very well","Other English-based Creole languages"
"726",16,81,"00200","Very well","Japanese"
"727",16,76,"00200","Not well","Japanese"
"728",14,69,"00303","Well","Ilocano"
"729",14,48,"00303","Well","Ilocano"
"730",17,26,"00304","Very well","Mandarin"
"731",19,27,"00304","Very well","Mandarin"
"732",8,37,"00306","Very well","Spanish"
"733",15,29,"00306","Well","Spanish"
"734",14,62,"00303","Very well","Ilocano"
"735",15,58,"00303","Well","Ilocano"
"736",19,32,"00303","Very well","Ilocano"
"737",19,28,"00303","Very well","Ilocano"
"738",21,87,"00303","Well","Japanese"
"739",22,57,"00304","Not well","Chinese"
"740",22,50,"00304","Not well","Chinese"
"741",17,19,"00304","Not well","Chinese"
"742",12,59,"00308","Very well","Ilocano"
"743",12,63,"00308","Not well","Ilocano"
"744",6,52,"00200","Very well","Hawaiian"
"745",2,25,"00200","Very well","Hawaiian"
"746",5,17,"00200","Very well","Hawaiian"
"747",3,14,"00200","Very well","Hawaiian"
"748",2,13,"00200","Very well","Hawaiian"
"749",31,63,"00305","Not well","Korean"
"750",41,26,"00308","Very well","Hawaiian"
"751",17,69,"00305","Well","Filipino"
"752",16,40,"00305","Very well","Chinese"
"753",20,41,"00305","Very well","Chinese"
"754",19,10,"00305","Well","Chinese"
"755",19,7,"00305","Very well","Chinese"
"756",14,65,"00305","Not well","Japanese"
"757",28,89,"00303","Very well","Portuguese"
"758",32,65,"00303","Very well","Portuguese"
"759",13,57,"00306","Very well","Filipino"
"760",14,58,"00306","Well","Filipino"
"761",15,45,"00307","Well","Vietnamese"
"762",26,65,"00100","Very well","Ilocano"
"763",39,60,"00100","Well","Ilocano"
"764",18,39,"00303","Very well","Korean"
"765",15,41,"00303","Very well","Japanese"
"766",18,60,"00303","Well","Korean"
"767",23,74,"00100","Well","Ilocano"
"768",18,73,"00100","Well","Ilocano"
"769",19,29,"00302","Well","Spanish"
"770",18,31,"00302","Very well","Spanish"
"771",46,56,"00306","Very well","Ilocano"
"772",49,66,"00306","Very well","Tagalog"
"773",22,35,"00305","Very well","Filipino"
"774",19,36,"00305","Very well","Filipino"
"775",4,57,"00200","Not well","Ilocano"
"776",5,56,"00200","Not well","Ilocano"
"777",6,27,"00200","Very well","Filipino"
"778",9,64,"00303","Very well","Japanese"
"779",48,61,"00304","Very well","Vietnamese"
"780",34,38,"00100","Very well","Italian"
"781",17,43,"00307","Very well","Japanese"
"782",10,30,"00100","Very well","Other Eastern Malayo-Polynesian languages"
"783",15,28,"00100","Very well","Other Eastern Malayo-Polynesian languages"
"784",17,42,"00304","Very well","Chinese"
"785",16,38,"00301","Very well","Khmer"
"786",18,60,"00304","Very well","Spanish"
"787",17,51,"00303","Very well","Cantonese"
"788",12,56,"00308","Very well","Filipino"
"789",19,49,"00200","Very well","Other English-based Creole languages"
"790",19,52,"00200","Very well","Other English-based Creole languages"
"791",9,63,"00304","Well","Japanese"
"792",8,49,"00304","Well","Japanese"
"793",15,26,"00308","Very well","Ilocano"
"794",17,23,"00308","Very well","Ilocano"
"795",17,65,"00308","Not well","Ilocano"
"796",60,68,"00308","Very well","Hawaiian"
"797",77,86,"00305","Very well","Japanese"
"798",6,28,"00100","Very well","Hawaiian"
"799",15,76,"00305","Not well","Korean"
"800",22,55,"00306","Very well","Other Philippine languages"
"801",7,58,"00100","Well","Japanese"
"802",2,57,"00305","Very well","Japanese"
"803",9,47,"00308","Very well","Tagalog"
"804",14,16,"00100","Very well","Hawaiian"
"805",15,67,"00308","Very well","Ilocano"
"806",15,67,"00308","Well","Ilocano"
"807",14,69,"00304","Not well","Chinese"
"808",15,85,"00303","Well","Japanese"
"809",40,58,"00307","Very well","Hawaiian"
"810",50,55,"00307","Very well","Hawaiian"
"811",11,24,"00304","Very well","Japanese"
"812",20,53,"00305","Well","Tagalog"
"813",11,48,"00307","Well","Ilocano"
"814",5,33,"00301","Very well","Hawaiian"
"815",5,46,"00301","Very well","Samoan"
"816",6,33,"00301","Very well","Samoan"
"817",13,55,"00306","Well","Ilocano"
"818",14,56,"00306","Well","Ilocano"
"819",5,19,"00301","Very well","Hawaiian"
"820",15,24,"00305","Very well","Filipino"
"821",96,38,"00304","Very well","Bulgarian"
"822",66,7,"00304","Very well","Bulgarian"
"823",14,64,"00200","Well","Japanese"
"824",14,20,"00307","Well","Tagalog"
"825",14,18,"00307","Not well","Tagalog"
"826",19,27,"00306","Well","Japanese"
"827",14,65,"00303","Very well","Japanese"
"828",15,60,"00303","Well","Japanese"
"829",20,27,"00303","Very well","Japanese"
"830",16,86,"00100","Very well","Spanish"
"831",15,60,"00305","Very well","Tagalog"
"832",16,58,"00305","Well","Tagalog"
"833",16,20,"00305","Very well","Tagalog"
"834",32,69,"00305","Not well","Cantonese"
"835",28,66,"00305","Not well","Cantonese"
"836",34,33,"00305","Well","Cantonese"
"837",45,31,"00305","Well","Cantonese"
"838",55,79,"00305","Not at all","Cantonese"
"839",30,60,"00308","Very well","Japanese"
"840",40,91,"00308","Very well","Japanese"
"841",5,63,"00100","Very well","Hawaiian"
"842",20,35,"00308","Very well","Spanish"
"843",17,35,"00308","Well","Spanish"
"844",9,67,"00304","Very well","Japanese"
"845",18,42,"00307","Very well","Cebuano"
"846",14,11,"00307","Well","Tagalog"
"847",12,18,"00307","Very well","Cebuano"
"848",4,83,"00100","Very well","Hawaiian"
"849",24,47,"00302","Very well","Spanish"
"850",25,52,"00302","Very well","Spanish"
"851",32,14,"00302","Very well","Spanish"
"852",23,42,"00100","Very well","Tagalog"
"853",16,38,"00100","Well","Tagalog"
"854",39,57,"00100","Very well","Ilocano"
"855",36,56,"00100","Very well","Ilocano"
"856",74,31,"00303","Very well","Polish"
"857",16,46,"00304","Very well","German"
"858",22,44,"00304","Not well","Spanish"
"859",37,34,"00304","Very well","Mandarin"
"860",28,48,"00304","Very well","Hindi"
"861",26,44,"00304","Very well","Korean"
"862",24,49,"00304","Very well","Korean"
"863",28,17,"00304","Very well","Korean"
"864",3,66,"00200","Very well","Hawaiian"
"865",2,65,"00200","Very well","Hawaiian"
"866",3,43,"00200","Very well","Hawaiian"
"867",2,13,"00200","Very well","Hawaiian"
"868",1,8,"00200","Very well","Hawaiian"
"869",18,42,"00302","Very well","Hebrew"
"870",16,15,"00302","Very well","Hebrew"
"871",46,64,"00305","Not well","Korean"
"872",36,89,"00100","Very well","Japanese"
"873",36,28,"00200","Very well","Marshallese"
"874",22,26,"00200","Very well","Marshallese"
"875",15,64,"00303","Well","Ilocano"
"876",16,60,"00303","Not well","Ilocano"
"877",87,53,"00200","Very well","Ilocano"
"878",75,44,"00200","Not well","Ilocano"
"879",85,23,"00200","Very well","Ilocano"
"880",95,65,"00200","Not at all","Ilocano"
"881",95,59,"00200","Not well","Ilocano"
"882",93,24,"00200","Well","Ilocano"
"883",14,52,"00305","Not well","Vietnamese"
"884",12,17,"00305","Well","Vietnamese"
"885",18,14,"00305","Well","Vietnamese"
"886",62,53,"00308","Very well","Tagalog"
"887",62,55,"00308","Very well","Cebuano"
"888",77,28,"00308","Very well","Cebuano"
"889",86,27,"00308","Very well","Tagalog"
"890",14,65,"00304","Not well","Korean"
"891",10,68,"00302","Well","Mandarin"
"892",10,66,"00302","Well","Cantonese"
"893",24,82,"00100","Not well","Ilocano"
"894",20,75,"00100","Not well","Ilocano"
"895",47,62,"00304","Very well","Tagalog"
"896",46,67,"00304","Very well","Tagalog"
"897",8,38,"00306","Very well","Tagalog"
"898",12,46,"00307","Very well","Japanese"
"899",5,64,"00302","Well","Japanese"
"900",5,61,"00302","Very well","Japanese"
"901",7,26,"00302","Well","Japanese"
"902",12,60,"00301","Very well","Japanese"
"903",19,17,"00301","Very well","Japanese"
"904",17,33,"00305","Well","Chinese"
"905",17,36,"00305","Not well","Chinese"
"906",8,21,"00302","Very well","Chinese"
"907",50,48,"00304","Not at all","Cantonese"
"908",21,54,"00200","Very well","Chinese"
"909",13,85,"00306","Well","Japanese"
"910",31,51,"00304","Not well","Cantonese"
"911",27,54,"00304","Well","Cantonese"
"912",24,23,"00304","Very well","Cantonese"
"913",38,28,"00304","Very well","Cantonese"
"914",27,64,"00305","Very well","Italian"
"915",29,66,"00305","Very well","Italian"
"916",17,34,"00308","Well","Ilocano"
"917",18,8,"00308","Very well","Filipino"
"918",17,66,"00308","Well","Ilocano"
"919",16,58,"00308","Well","Ilocano"
"920",17,22,"00308","Very well","Ilocano"
"921",17,86,"00306","Very well","Other and unspecified languages"
"922",16,42,"00303","Not well","Japanese"
"923",58,31,"00302","Very well","Vietnamese"
"924",19,39,"00305","Very well","Filipino"
"925",18,42,"00305","Very well","Japanese"
"926",25,79,"00304","Well","Tagalog"
"927",25,81,"00304","Well","Tagalog"
"928",40,28,"00301","Very well","Spanish"
"929",30,26,"00301","Very well","Spanish"
"930",35,8,"00301","Very well","Spanish"
"931",16,59,"00303","Well","Japanese"
"932",15,64,"00303","Not well","Japanese"
"933",21,27,"00303","Very well","Japanese"
"934",18,81,"00303","Not well","Japanese"
"935",15,64,"00304","Very well","Japanese"
"936",19,88,"00304","Well","Japanese"
"937",42,32,"00307","Well","Marshallese"
"938",42,34,"00307","Not well","Marshallese"
"939",13,50,"00307","Well","Ilocano"
"940",15,53,"00307","Very well","Ilocano"
"941",14,19,"00307","Very well","Ilocano"
"942",18,18,"00307","Very well","Ilocano"
"943",16,50,"00307","Well","Ilocano"
"944",15,47,"00307","Very well","Filipino"
"945",15,43,"00307","Well","Ilocano"
"946",15,47,"00303","Well","Vietnamese"
"947",18,15,"00303","Very well","Vietnamese"
"948",15,56,"00308","Not well","Ilocano"
"949",15,58,"00308","Not well","Ilocano"
"950",18,16,"00308","Well","Ilocano"
"951",19,7,"00308","Well","Ilocano"
"952",10,18,"00100","Well","Russian"
"953",47,48,"00308","Very well","Samoan"
"954",55,22,"00308","Very well","Samoan"
"955",33,44,"00308","Very well","Samoan"
"956",46,40,"00307","Well","Khmer"
"957",13,68,"00100","Very well","Hawaiian"
"958",20,42,"00100","Very well","Hawaiian"
"959",8,91,"00306","Not well","Japanese"
"960",21,14,"00200","Very well","Hawaiian"
"961",12,37,"00302","Very well","Spanish"
"962",8,33,"00302","Very well","Spanish"
"963",14,85,"00305","Very well","Other Philippine languages"
"964",8,32,"00100","Very well","Ilocano"
"965",10,32,"00100","Very well","Ilocano"
"966",23,59,"00100","Very well","Ilocano"
"967",19,53,"00100","Very well","Ilocano"
"968",47,75,"00307","Very well","Filipino"
"969",45,76,"00307","Very well","Filipino"
"970",21,59,"00301","Very well","Other English-based Creole languages"
"971",16,71,"00305","Not well","Chinese"
"972",41,88,"00305","Very well","Ilocano"
"973",49,62,"00305","Not well","Ilocano"
"974",54,61,"00305","Very well","Ilocano"
"975",4,57,"00301","Very well","French"
"976",4,60,"00301","Not well","Other Eastern Malayo-Polynesian languages"
"977",21,68,"00307","Very well","Samoan"
"978",2,47,"00304","Very well","Hawaiian"
"979",5,56,"00306","Very well","Spanish"
"980",8,45,"00306","Well","Spanish"
"981",6,18,"00306","Very well","Spanish"
"982",3,31,"00100","Very well","Hawaiian"
"983",3,10,"00100","Well","Hawaiian"
"984",9,25,"00305","Not well","Chinese"
"985",12,51,"00305","Not at all","Chinese"
"986",9,48,"00305","Not at all","Chinese"
"987",20,61,"00308","Very well","Tagalog"
"988",13,52,"00307","Very well","Chinese"
"989",11,32,"00306","Very well","Tagalog"
"990",12,32,"00306","Very well","Tagalog"
"991",9,8,"00306","Very well","Tagalog"
"992",2,66,"00100","Very well","Farsi"
"993",14,50,"00308","Well","Filipino"
"994",12,51,"00308","Well","Filipino"
"995",11,25,"00301","Well","Chinese"
"996",18,47,"00308","Very well","Tagalog"
"997",7,83,"00200","Not well","Japanese"
"998",7,80,"00200","Not well","Japanese"
"999",4,30,"00308","Very well","Tagalog"
"1000",3,35,"00308","Very well","Tagalog"
"1001",18,14,"00303","Well","Chinese"
"1002",45,56,"00306","Not at all","Cantonese"
"1003",46,53,"00306","Not well","Cantonese"
"1004",53,28,"00306","Not well","Cantonese"
"1005",53,21,"00306","Very well","Cantonese"
"1006",81,26,"00306","Well","Cantonese"
"1007",13,56,"00303","Very well","Swedish"
"1008",12,24,"00303","Very well","Spanish"
"1009",14,40,"00307","Very well","Marshallese"
"1010",15,41,"00307","Well","Marshallese"
"1011",11,19,"00307","Very well","Marshallese"
"1012",16,14,"00307","Well","Marshallese"
"1013",17,12,"00307","Very well","Marshallese"
"1014",20,41,"00308","Very well","Spanish"
"1015",10,64,"00307","Very well","Spanish"
"1016",13,70,"00307","Well","Ilocano"
"1017",13,69,"00307","Well","Ilocano"
"1018",15,44,"00307","Very well","Tagalog"
"1019",16,38,"00307","Very well","Tagalog"
"1020",17,13,"00307","Very well","Tagalog"
"1021",23,25,"00304","Very well","Spanish"
"1022",19,26,"00304","Well","Spanish"
"1023",7,74,"00305","Not well","Filipino"
"1024",11,96,"00305","Not well","Filipino"
"1025",15,83,"00307","Well","Filipino"
"1026",15,53,"00307","Well","Filipino"
"1027",14,49,"00304","Very well","Russian"
"1028",16,34,"00200","Very well","Hawaiian"
"1029",51,80,"00304","Not at all","Korean"
"1030",163,26,"00304","Very well","Chuukese"
"1031",85,32,"00304","Very well","Chuukese"
"1032",15,41,"00304","Not well","Japanese"
"1033",15,48,"00304","Well","Japanese"
"1034",8,67,"00304","Very well","Hebrew"
"1035",45,34,"00100","Very well","Spanish"
"1036",46,38,"00100","Very well","Spanish"
"1037",13,83,"00304","Not well","Japanese"
"1038",12,22,"00305","Very well","Chinese"
"1039",17,21,"00305","Very well","Chinese"
"1040",17,57,"00305","Very well","Chinese"
"1041",15,48,"00305","Well","Chinese"
"1042",20,34,"00302","Well","Spanish"
"1043",31,34,"00302","Very well","Spanish"
"1044",20,10,"00302","Very well","Spanish"
"1045",18,7,"00302","Very well","Spanish"
"1046",12,6,"00200","Very well","Hawaiian"
"1047",48,44,"00100","Well","Spanish"
"1048",39,43,"00100","Well","Spanish"
"1049",35,10,"00100","Very well","Spanish"
"1050",17,59,"00305","Very well","Japanese"
"1051",37,53,"00304","Very well","Spanish"
"1052",26,72,"00307","Not well","Filipino"
"1053",23,8,"00200","Very well","Thai"
"1054",23,38,"00200","Very well","Thai"
"1055",9,59,"00307","Very well","Filipino"
"1056",8,60,"00307","Very well","Filipino"
"1057",15,59,"00307","Very well","Tagalog"
"1058",16,85,"00307","Very well","Tagalog"
"1059",14,64,"00305","Not well","Vietnamese"
"1060",16,63,"00305","Not well","Vietnamese"
"1061",82,96,"00302","Very well","Hawaiian"
"1062",11,72,"00200","Very well","Filipino"
"1063",3,44,"00305","Very well","Hawaiian"
"1064",16,71,"00304","Not well","Japanese"
"1065",15,66,"00304","Not well","Japanese"
"1066",13,96,"00100","Not well","Ilocano"
"1067",16,75,"00100","Not well","Ilocano"
"1068",12,53,"00308","Very well","Tagalog"
"1069",11,51,"00308","Well","Tagalog"
"1070",14,15,"00308","Very well","Tagalog"
"1071",14,55,"00305","Very well","Cantonese"
"1072",18,83,"00305","Not at all","Cantonese"
"1073",18,52,"00305","Not well","Cantonese"
"1074",15,18,"00305","Not well","Cantonese"
